question_id,question_details
120b7c69-2119-4b93-8be5-e6306cafac32,"Write a program that reads two numbers `A` and `B` and checks if both `A` and `B` are less than or equal to **1000** or `B` is greater than **500**.

Print **Pair** if both `A` and `B` are less than or equal to **1000** or `B` is greater than **500**. Otherwise, print **Not a Pair**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a string. **Pair** should be printed if both `A` and `B` are less than or equal to **1000** or `B` is greater than **500**. Otherwise, **Not a Pair** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 300` and `B = 200`,

✔ Both **A** and **B** are less than or equal to **1000**. (**300** and **200** are less than or equal to **1000**)
✗ **B** is greater than **500**. (**200** is not greater than **500**)

The output should be **Pair** as both **300** and **200** are less than or equal to **1000**.


Solution Code:first_number = int(input())
second_number = int(input())

is_less_than_or_equal_to = first_number <= 1000 and second_number <= 1000
is_greater_than = second_number > 500
is_pair = (is_less_than_or_equal_to) or (is_greater_than)

if (is_pair):
 print(""Pair"")
else:
 print(""Not a Pair"")"
e0173d92-18ad-43a8-a147-93b36ef11201,"Write a program that reads the size `S` and page count `C` of a book and checks if `S` is equal to **large** or `C` is greater than or equal to **300**.

Print **Buy a Book** if `S` is equal to **large** or `C` is greater than or equal to **300**. Otherwise, print **Do Not Buy a Book**.

---

#### Input

The first line of input contains a string representing `S`.
The second line of input contains an integer representing `C`.

---

#### Output

The output should be a single line containing a string. **Buy a Book** should be printed if `S` is equal to **large** or `C` is greater than or equal to **300**. Otherwise, **Do Not Buy a Book** should be printed.

---

#### Explanation

For example, if the given size is `S = ""large""` and the page count is `C = 80`,

✔ `S` is equal to **large**. (**large** is equal to **large**)
✗ `C` is greater than or equal to **300**. (**80** is not greater than or equal to **300**)

The output should be **Buy a Book** as the size of the book `S` is equal to **large**.


Solution Code:size = input()
pages = int(input())

can_buy_book = (size == ""large"") or (pages >= 300)

if can_buy_book:
 print(""Buy a Book"")
else:
 print(""Do Not Buy a Book"")"
065dfb18-fc4a-40eb-9e65-a788e571db8b,"Write a program to print the relation between two numbers, `X` and `Y`.

---

#### Input

The first line is integer `X`.
The second line is integer `Y`.

---

#### Output

Print `X < Y` if `X` is less than `Y` otherwise, print `X >= Y`.

---

#### Explanation

Given  `X = 2`, `Y = 5`

As 2 < 5 (X < Y)

So the output is `X < Y`

Solution Code:x = int(input())
y = int(input())

if x < y:
 print(""X < Y"")
else:
 print(""X >= Y"")"
6cb81048-78a8-4845-afff-364ef0bd50f8,"Write a program that reads two numbers `A` and `B` and prints the greatest among the two numbers.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing an integer that is the greatest among the two numbers.

---

#### Explanation

For example, if the given numbers are `A = 4` and `B = 3`, the output should be **4** as **4** is greater than **3**.

Solution Code:first_number = int(input())
second_number = int(input())
if first_number > second_number:
 greater_number = first_number 
else:
 greater_number = second_number
print(greater_number)"
394177cf-743c-4791-828b-fa3f45f1fa3d,"Write a program that reads a number and checks if the given number is zero, positive or negative.

Print **Zero** if the given number is equal to **0**.
Print **Positive** if the given number is greater than **0**.
Print **Negative** if the given number is less than **0**.

---

#### Input

The input will be a single line containing an integer.

---

#### Output

The output should be a single line containing a string. **Zero** should be printed if the given number is equal to **0**. **Positive** should be printed if the given number is greater than **0**. **Negative** should be printed if the given number is less than **0**.

---

#### Explanation

For example,

* If the given number is **-12**, the output should be **Negative** as **-12** is less than **0**.
* If the given number is **15**, the output should be **Positive** as **15** is greater than **0**.

Solution Code:number = int(input())
if number > 0:
 print(""Positive"")
if number < 0:
 print(""Negative"")
if number == 0:
 print(""Zero"")"
8268250c-a7b3-40e3-9878-2d4aeb4b3161,"Write a program that reads the scores `A` and `B` of two players and checks if one of the scores is greater than **300** and the sum of the scores is less than **500**.

Print **Can team up** if one of the scores is greater than **300** and the sum of the scores is less than **500**, otherwise print **Cannot team up**.

---

#### Input

The first line of input contains an integer representing the score `A`.
The second line of input contains an integer representing the score `B`.

---

#### Output

The output should be a single line containing a string. **Can team up** should be printed if one of the scores is greater than **300** and the sum of the scores is less than **500**, otherwise **Cannot team up** should be printed.

---

#### Explanation

For example, if the given scores are `A = 350` and `B = 134`,

✔ One of the scores is greater than **300** (**350** is greater than **300**).
✔ The sum of scores is less than **500** (`350 + 134 = 484`, **484** is less than **500**).

The output should be **Can team up** as one of the scores is greater than **300** and the sum of the scores is less than **500**.


Solution Code:score_1 = int(input()) 
score_2 = int(input())

sum_of_scores = score_1 + score_2

if (score_1 > 300 or score_2 > 300) and (sum_of_scores < 500):
 print(""Can team up"")
else:
 print(""Cannot team up"")"
dcd10acf-a83e-4c2a-9de7-25da0da54a80,"Write a program that reads two numbers `A` and `B`, and checks if both `A` and `B` are positive numbers or both `A` and `B` are less than **70**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if both `A` and `B` are positive numbers or both `A` and `B` are less than **70**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 200` and `B = 50`,

✔ `A` and `B` are positive numbers. (**200** and **50** are positive numbers)
✖ `A` and `B` are less than **70**. (**200** is not less than **70**)

The output should be **True** as both `A` and `B` are positive numbers.

Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

are_positive = (first_number > 0) and (second_number > 0)
are_less_than = (first_number < 70) and (second_number < 70)

result = are_positive or are_less_than

print(result)"
2a44dbb8-c600-45bc-8dd0-7acb5bdd78b9,"Write a program that reads two numbers `A` and `B`, and checks if one of the given numbers is a positive number.

<MultiLineNote>

Positive numbers are numbers that are greater than zero.
</MultiLineNote>

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if one of the given numbers is a positive number, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 4` and `B = -6`,

✔ `A` is a positive number. (**4** is greater than **0**)
✖ `B` is a positive number. (**-6** is greater than **0**)

The output should be **True** as one of the given numbers is a positive number.


Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

result = (first_number > 0) or (second_number > 0)

print(result)"
fba867d2-ee6b-45ca-b2fb-07319b99afd1,"Write a program that reads two numbers `A` and `B`, and checks if both the given numbers are greater than **9**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if both the given numbers are greater than **9**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 11` and `B = 20`,

✔ `A` is greater than **9**. (**11** is greater than **9**)
✔ `B` is greater than **9**. (**20** is greater than **9**)

The output should be **True** as both the given numbers are greater than **9**.


Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

result = (first_number > 9) and (second_number > 9)

print(result)"
901e9523-e685-4909-a49f-4ccb8de737c8,"Write a program that reads two numbers `A` and `B`, and checks if one of `A` and `B` is less than **60** and one of `A` and `B` is greater than **80**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if one of `A` and `B` is less than **60** and one of `A` and `B` is greater than **80**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 50` and `B = 90`,

✔ One of `A` and `B` is less than **60**. (**50** is less than **60**)
✔ One of `A` and `B` is greater than **80**. (**90** is greater than **80**)

The output should be **True**.


Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

sum_of_numbers = first_number + second_number

is_less_than = (first_number < 60) or (second_number < 60)
is_greater_than = (first_number > 80) or (second_number > 80)

result = is_less_than and is_greater_than

print(result)"
3d459a9e-46f5-467a-80fd-f1ea063dc33c,"Write a program that reads two numbers `A` and `B`, and checks if one of the given numbers is a negative number and the sum of the given numbers is greater than **7**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if one of the given numbers is a negative number and the sum of numbers is greater than **7**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 13` and `B = -3`,

✔ One of the given numbers is a negative number. (**-3** is a negative number)
✔ Sum of the given numbers is greater than **7**. (`13 + (-3) = 10`, **10** is greater than **7**)

The output should be **True**.

Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

sum_of_numbers = first_number + second_number

is_negative = (first_number < 0) or (second_number < 0)
is_greater_than = sum_of_numbers > 7

result = is_negative and is_greater_than

print(result)"
1e7e5740-596d-4c5e-a7a6-bab1d39f29e4,"Write a program that reads two numbers `A` and `B`, and checks if both the given numbers are negative numbers.

<MultiLineNote>

Negative numbers are numbers that are less than zero.
</MultiLineNote>

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if both the given numbers are negative, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = -1` and `B = -2`,

✔ `A` is a negative number. (**-1** is less than **0**)
✔ `B` is a negative number. (**-2** is less than **0**)

The output should be **True** as both the given numbers are negative.


Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

result = (first_number < 0) and (second_number < 0)

print(result)"
b072eb9b-3d74-4245-bbb5-89fe27db6821,"Write a program that reads two numbers `A` and `B`, and checks if the sum of `A` and `B` is **not greater than 100**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the sum of `A` and `B` is not greater than **100**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 30` and `B = 20`,

- The sum of `A` and `B` is **50** (`30 + 20 = 50`).

The output should be **True** as the sum of `A` and `B` is **not greater than 100**.

Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

sum_of_numbers = first_number + second_number
is_greater_than = sum_of_numbers > 100

result = not(is_greater_than)

print(result)"
61eed1d0-1329-44b8-96a3-2bf133859f71,"Write a program that reads a day number and checks if the given day is a Sunday.

|Day | Day Number|
|--- | ---|
|Monday | 1|
|Tuesday | 2|
|Wednesday | 3|
|Thursday | 4|
|Friday | 5|
|Saturday | 6|
|Sunday | 7|

---

#### Input

The input will be a single line containing an integer.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the given day is Sunday, otherwise **False** should be printed.

---

#### Explanation

For example, 

* if the given day number is **7**, the output should be **True** as **7** is equal to the day number of Sunday which is **7**.

* if the given day number is **4**, the output should be **False** as **4** is not equal to the day number of Sunday which is **7**.

Solution Code:day_number = input()
day_number = int(day_number)

result = day_number == 7
print(result)"
85ce9278-2698-48c7-af8f-05af7fc632b8,"Write a program that reads a number and checks if the given number is a negative number.

<MultiLineNote>
Negative numbers are numbers that are less than zero.
</MultiLineNote>

---

#### Input

The input will be a single line containing an integer.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the given number is a negative number, otherwise **False** should be printed.

---

#### Explanation

For example, if the given number is **-25**, the output should be **True** as **-25** is less than zero.

Solution Code:number = input()
number = int(number)

result = number < 0
print(result)"
6a8b8701-1b55-43cc-9ebd-ea2463557612,"Write a program that reads two numbers and checks if the first number is less than or equal to the second number.

---

#### Input

The first line of input contains an integer.
The second line of input contains a float.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the first number is less than or equal to the second number, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are **2** and **5.3**, the output should be **True** as **2** is less than **5.3**.

Solution Code:first_number = input()
first_number = int(first_number)
second_number = input()
second_number = float(second_number)

result = first_number <= second_number
print(result)"
9f985ade-a39b-4f80-9a6d-3f15adba7f68,"Write a program that reads two numbers and checks if the given two numbers are not the same.

---

#### Input

The first line of input contains an integer.
The second line of input contains an integer.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the given two numbers are not the same, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are **2** and **3**, the output should be **True** as **2** is not equal to **3**.


Solution Code:first_number = int(input())
second_number = int(input())

result = first_number != second_number
print(result)"
89af65e9-3f73-4d9b-9f90-c2b34d855b9d,"Write a program that reads a number and checks if the given number is greater than **70**.

---

#### Input

The input will be a single line containing an integer.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the given number is greater than **70**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given number is **86**, the output should be **True** as **86** is greater than **70**.

Solution Code:number = input()
number = int(number)

result = number > 70
print(result)"
6e822b84-347b-46ca-8656-d1dda1b3bb72,"Write a program that reads two numbers and checks if the first number is greater than the second number.

---

#### Input

The first line of input contains an integer.
The second line of input contains an integer.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if the first number is greater than the second number, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are **6** and **4**, the output should be **True** as **6** is greater than **4**.

Solution Code:first_number = input()
first_number = int(first_number)
second_number = input()
second_number = int(second_number)

result = first_number > second_number
print(result)"
d5ff6e24-f31c-45de-be07-f468fd2ca258,"Write a program that reads the marks in Maths `M`, Physics `P`, and Chemistry `C`, and checks if any of the below conditions is satisfied.

- `M >= 70` and `P >= 60` and `C >= 60`
- `M + P + C >= 180`

---

#### Input

The first line of input contains an integer representing `M`.
The second line of input contains an integer representing `P`.
The third line of input contains an integer representing `C`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if any of the given conditions is satisfied, otherwise **False** should be printed.

---

#### Explanation

For example, if the given marks are `M = 0`, `P = 100`, and `C = 100`,

✗ `M >= 70` and `P >= 60` and `C >= 60` (**0** is less than **70**)
✔ `M + P + C >= 180`. (`0 + 100 + 100 = 200`, **200** is greater than **180**)

The output should be **True** as one of the given conditions is satisfied.

Solution Code:maths = int(input())
physics = int(input())
chemistry = int(input())

are_marks_greater = maths >= 70 and physics >= 60 and chemistry >= 60

marks_sum = maths + physics + chemistry
is_sum_greater_or_equal = marks_sum >= 180

result = are_marks_greater or is_sum_greater_or_equal
print(result)"
bea0d6c5-268a-4be1-920e-58074ea75af5,"Write a program to check if both of the given numbers are positive and if atleast one of them is greater than 5.

<MultiLineNote>
Zero is not a positive number.
</MultiLineNote>
---

####Input  
  
First line of the input will be an integer  
Second line of the input will be an integer

---

####Output
  
Print `True` if both the numbers are positive and if atleast one of the numbers is greater than 5.  
In all other cases print `False`

---

####Explanation
  
When the given numbers are -10 and 6:  
✔ At least one number is greater than 5 (6 is greater than 5)  
✖ Both the numbers are positive (-10 is a negative number.)  
  
When the given numbers are 10 and 1:  
✔ At least one number is greater than 5 (10 is greater than 5),  
✔ Both the numbers are positive.

Solution Code:a = input()
b = input()

a = int(a)
b = int(b)

is_both_positive = a > 0 and b > 0
is_one_greater = a > 5 or b > 5

result = is_both_positive and is_one_greater
print(result)"
d3eb10f0-11d1-49b9-a23a-c818f4732e4f,"Write a program that reads three numbers `A`, `B`, and `C`, and checks if any of the given numbers is less than **15**.

---

#### Input

The first line of input contains an integer `A`.
The second line of input contains an integer `B`.
The third line of input contains an integer `C`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if any of the given numbers is less than **15**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 18`, `B = 2`, and `C = 20`,

✗ `A` is less than **15**. (**18** is not less than **15**)
✔ `B` is less than **15**. (**2** is less than **15**)
✗ `C` is less than **15**. (**20** is not less than **15**)

The output should be **True** as one of the given numbers is less than **15**.

Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

third_number = input()
third_number = int(third_number)

result = (first_number < 15) or (second_number < 15) or (third_number < 15)

print(result)"
7f62ddba-8af7-4f17-a0e5-fdabe7bae45f,"Write a program that reads two numbers `A` and `B`, and checks if any of the given numbers is **not less than 15**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if any of the given numbers is **not less than 15**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 921` and `B = 6`,

✔ **A** is not less than **15**. (**921** is **not less than 15**)
✗ **B** is not less than **15**. (**6** is less than **15**)

The output should be **True** as one of the given numbers is **not less than 15**.

Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

is_first_number_less_than = first_number < 15
is_second_number_less_than = second_number < 15

is_first_number_not_less_than = not(is_first_number_less_than)
is_second_number_not_less_than = not(is_second_number_less_than)

result = is_first_number_not_less_than or is_second_number_not_less_than
print(result)"
ea7dd156-9903-4814-8271-a439b6493a3f,"Write a program that reads two numbers `A` and `B`, and checks if both the given numbers are **not negative**.

---

#### Input

The first line of input contains an integer representing `A`.
The second line of input contains an integer representing `B`.

---

#### Output

The output should be a single line containing a boolean. **True** should be printed if both the given numbers are **not negative**, otherwise **False** should be printed.

---

#### Explanation

For example, if the given numbers are `A = 5` and `B = 10`.

✔ **A** is not a negative number. (**5** is **not** a negative number)
✔ **B** is not a negative number. (**10** is **not** a negative number)

The output should be **True** as both the given numbers are **not negative**.

Solution Code:first_number = input()
first_number = int(first_number)

second_number = input()
second_number = int(second_number)

is_first_number_negative = first_number < 0
is_second_number_negative = second_number < 0

is_first_number_not_negative = not(is_first_number_negative)
is_second_number_not_negative = not(is_second_number_negative)

result = is_first_number_not_negative and is_second_number_not_negative
print(result)"
fe543ed0-c698-4487-964d-92d0fb1188f2,"Write a program that reads a word `W`, an index `I`, and a letter `C`.

Print the word `W` by replacing the letter at the index `I` with the given letter `C`.

---

#### Input

The first line of input contains a string.
The second line of input contains an integer.
The third line of input contains a string.

---

#### Output

The output should be a single line containing a string obtained by replacing the letter at the index `I` of the word `W` with the letter `C`.

---

#### Constraints

The index is always greater than 0 and one less than word length (length - 1).

---

#### Explanation

For example, if the given word `W` is **Prime**, the index `I` is **3** and the letter `C` is **z**.

  <div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;font-weight: 900; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">P</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;font-weight: 900; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">r</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;font-weight: 900; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">i</div>
     <div style=""font-family: 'Roboto';display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">m</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 0;padding: 8px 12px;"">e</div>
  </div>
  <div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit; border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">0</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit; border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">1</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit; border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">2</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;font-weight: 900;"">3</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">4</div>
  </div>
<br/>

* The letters before the 3rd index are **Pri**.
* The letter at the 3rd index **m** should be replaced with **z**.
* The letter after the 3rd index is **e**.

The output should be **Prize** as the letter **m** in **Prime** is replaced with the letter **z**.


Solution Code:word=input()
number1=input()
number1=int(number1)
word2=input()


first_part = word[:number1]
second_part = word[number1 + 1 :]
result = first_part + word2 + second_part
print(result)"
e134c0a5-fac0-4f3e-b5c5-a03789e190da,"Write a program that reads a string `A` and prints the string `A` by excluding the first two and last two characters of the string.

---

#### Input

The input will be a single line containing a string.

---

#### Output

The output should be a single line containing the string obtained by excluding the first two and last two characters of the string `A`.

---

#### Explanation

For example, if the given string is **##Soft##**,

Exclude the first two and last two characters of a string **##Soft##**.

  <div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">#</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">#</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;font-weight: 900; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">S</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;font-weight: 900; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">o</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;font-weight: 900; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">f</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;font-weight: 900; text-align: center; border-right: 1px solid #dcdcdc;padding: 8px 12px;"">t</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;border-right: 1px solid #dcdcdc;padding: 8px 12px;"">#</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell;vertical-align: inherit; font-weight: 900;text-align: center;padding: 8px 12px;"">#</div>
  </div>
  <div style=""display: table-row;vertical-align: inherit; border-color: inherit;"">
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">0</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">1</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;font-weight: 900;"">2</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;font-weight: 900;"">3</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;font-weight: 900;"">4</div>
     <div style=""font-family: 'Roboto';display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;font-weight: 900;"">5</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;border-right: 1px solid #dcdcdc;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">6</div>
     <div style=""font-family: 'Roboto';color: #808080;display: table-cell; vertical-align: inherit;padding: 8px 12px;border-top: 1px solid #dcdcdc;"">7</div>
  </div>
<br/>

The output should be **Soft** as the first two and last two characters are excluded.

Solution Code:string = input()
length = len(string)
final_str = string[2:length-2]
print(final_str)"
1ec5a610-d1e4-4e42-9112-fd2013527af8,"Write a program to read a single line of input and print the first three characters in it.<hr><b>Explanation</b><br/><br/>For example, if the given input is &quot;Four&quot; the first three characters are &quot;Fou&quot;<br/>Similarly, the first three characters of &quot;Strawberry&quot; are &quot;Str&quot;

Solution Code:message = input()
part = message[:3]
print(part)"
00165ef6-803e-4ce5-8b73-688757512236,"Write a program that prints the sum of the digits of a given three-digit number.<hr><b>Input</b><br/><br/>The input will be a single line containing a three-digit number.<hr><b>Output</b><br/><br/>The output should be a single line containing the sum of the three digits of the given number.<hr><b>Explanation</b><br/><br/>For example, if the given number is 326, the sum of its digits, 3 + 2 + 6 is 11.

Solution Code:word = input()
first_digit = int(word[0])
second_digit = int(word[1])
third_digit = int(word[2])
sum_of_digits = first_digit + second_digit + third_digit
print(sum_of_digits)"
93bb756c-9c15-47a6-97bd-9c5a52e3890d,"Given a word and a number N, write a program to print the given word, N number of times in a single line.<br/><hr><b>Input</b><br/><br/>The first line of input contains a word.<br/>The second line of input contains the integer N which denotes the number of times the word has to be repeated.<hr><b>Output</b><br/><br/>The output should contain the given string repeated N times in a single line.<br/>Note: There should not be any spaces between the repetitions.<hr><b>Explanation</b><br/><br/>For example, if the given word is &quot;Maths&quot;, and the N is 2,the word has to be repeated 2 times, so the output should be<br/>&quot;MathsMaths&quot;<br/>

Solution Code:word = input()
n = int(input())
message = word * n
print(message)"
